idx,source_id1,source_id2,phot_g_mean_mag1,phot_g_mean_mag2,parallax1,parallax2,bp_rp1,bp_rp2,ra1,dec1,ra2,dec2,Sector
154,6035682670251640064,6035682670231378560,10.234903,10.254911,1.2641792,1.2494078,1.5573911674931078,1.3308074739105835,242.63314140300767,-33.122581554797414,242.63318566704504,-33.12270986248766,115
154,6035682670251640064,6035682670231378560,10.234903,10.254911,1.2641792,1.2494078,1.5573911674931078,1.3308074739105835,242.63314140300767,-33.122581554797414,242.63318566704504,-33.12270986248766,116
155,6062782848756895104,6062782848737616896,10.847292,11.009033,0.9386606,0.9214134,3.51584112027058,3.4989474442241426,200.65382378607367,-57.38901545042029,200.6540890179943,-57.38867784891796,112
155,6062782848756895104,6062782848737616896,10.847292,11.009033,0.9386606,0.9214134,3.51584112027058,3.4989474442241426,200.65382378607367,-57.38901545042029,200.6540890179943,-57.38867784891796,113
155,6062782848756895104,6062782848737616896,10.847292,11.009033,0.9386606,0.9214134,3.51584112027058,3.4989474442241426,200.65382378607367,-57.38901545042029,200.6540890179943,-57.38867784891796,114
159,6151530647012111616,6151530647012111872,9.87537,9.883391,1.2782106,1.2724285,1.4480301391389838,1.4571140068421498,186.73550275457964,-37.466004496933245,186.73455972494403,-37.469400923178405,114
162,6208611488229487744,6208611277772266880,9.298764,9.412916,1.3490791,1.3012466,1.9110567908910832,1.8646960921871034,232.93112625071348,-31.046967634301698,232.94281131218037,-31.064832641308687,115
163,6229917893268138624,6229964863030487936,9.602394,10.415972,1.1690025,1.01227,3.319014997091942,3.3460469744114585,219.91430885006227,-24.77985203029837,219.91534919914022,-24.7756401723707,115
164,6248139270546961536,6248139274846824960,11.465515,11.543345,1.0654383,0.98076534,1.6575334460196829,1.6188620784248773,237.29052289226826,-18.737703320947258,237.29278689186881,-18.740335337397195,115
164,6248139270546961536,6248139274846824960,11.465515,11.543345,1.0654383,0.98076534,1.6575334460196829,1.6188620784248773,237.29052289226826,-18.737703320947258,237.29278689186881,-18.740335337397195,116
168,6817107125983410176,6817107130278817152,12.608073,12.842567,1.176013,1.1099577,1.184657224248701,1.1173514109969311,327.4067233849682,-21.860823194590495,327.40764347264525,-21.86152561115573,116
169,6872665933870077696,6872665933870077952,11.231428,13.102681,1.3406067,1.0969906,1.2027697740680126,1.1997796186274006,304.2960082740883,-18.37509199288046,304.2946505028725,-18.37534372194117,116
